player_id,player_slug,full_name,year,surface,Aces,DoubleFaults,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsFaced,BreakPointsSavedPercentage,ServiceGamesPlayed,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsOpportunities,BreakPointsConvertedPercentage,ReturnGamesPlayed,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
f0a4,francesco-forti,Francesco Forti,2024,all,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2024,Hard,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2024,Clay,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2024,Grass,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2024,Carpet,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2023,all,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2023,Hard,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2023,Clay,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2023,Grass,,,,,,,,,,,,,,,,,,
f0a4,francesco-forti,Francesco Forti,2023,Carpet,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,all,all,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,all,Hard,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,all,Clay,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,all,Grass,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,all,Carpet,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2026,all,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2026,Hard,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2026,Clay,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2026,Grass,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2026,Carpet,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2025,all,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2025,Hard,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2025,Clay,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2025,Grass,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2025,Carpet,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2024,all,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2024,Hard,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2024,Clay,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2024,Grass,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2024,Carpet,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2023,all,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2023,Hard,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2023,Clay,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2023,Grass,,,,,,,,,,,,,,,,,,
k0db,cannon-kingsley,Cannon Kingsley,2023,Carpet,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,all,all,2,5,55,53,48,22,59,19,53,51,20,61,13,23,21,14,35,43
r0kd,mees-rottgering,Mees Rottgering,all,Hard,2,5,55,53,48,22,59,19,53,51,20,61,13,23,21,14,35,43
r0kd,mees-rottgering,Mees Rottgering,all,Clay,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,all,Grass,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,all,Carpet,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2026,all,2,3,53,49,51,13,62,11,55,50,19,66,7,29,12,17,37,44
r0kd,mees-rottgering,Mees Rottgering,2026,Hard,2,3,53,49,51,13,62,11,55,50,19,66,7,29,12,17,37,44
r0kd,mees-rottgering,Mees Rottgering,2026,Clay,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2026,Grass,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2026,Carpet,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2025,all,0,2,57,58,43,9,56,8,50,51,21,55,6,17,9,11,32,43
r0kd,mees-rottgering,Mees Rottgering,2025,Hard,0,2,57,58,43,9,56,8,50,51,21,55,6,17,9,11,32,43
r0kd,mees-rottgering,Mees Rottgering,2025,Clay,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2025,Grass,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2025,Carpet,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2024,all,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2024,Hard,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2024,Clay,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2024,Grass,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2024,Carpet,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2023,all,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2023,Hard,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2023,Clay,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2023,Grass,,,,,,,,,,,,,,,,,,
r0kd,mees-rottgering,Mees Rottgering,2023,Carpet,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,all,all,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,all,Hard,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,all,Clay,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,all,Grass,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,all,Carpet,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2026,all,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2026,Hard,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2026,Clay,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2026,Grass,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2026,Carpet,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2025,all,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2025,Hard,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2025,Clay,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2025,Grass,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2025,Carpet,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2024,all,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2024,Hard,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2024,Clay,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2024,Grass,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2024,Carpet,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2023,all,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2023,Hard,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2023,Clay,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2023,Grass,,,,,,,,,,,,,,,,,,
pj74,lucas-poullain,Lucas Poullain,2023,Carpet,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,all,all,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,all,Hard,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,all,Clay,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,all,Grass,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,all,Carpet,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2026,all,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2026,Hard,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2026,Clay,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2026,Grass,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2026,Carpet,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2025,all,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2025,Hard,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2025,Clay,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2025,Grass,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2025,Carpet,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2024,all,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2024,Hard,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2024,Clay,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2024,Grass,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2024,Carpet,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2023,all,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2023,Hard,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2023,Clay,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2023,Grass,,,,,,,,,,,,,,,,,,
co01,andrey-chepelev,Andrey Chepelev,2023,Carpet,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,all,all,637,410,62,67,50,1071,61,1594,74,60,28,48,798,38,1581,19,36,48
bf23,facundo-bagnis,Facundo Bagnis,all,Hard,197,106,62,67,49,251,58,398,73,60,24,48,153,41,396,16,33,47
bf23,facundo-bagnis,Facundo Bagnis,all,Clay,400,278,62,67,50,749,61,1108,74,61,30,48,615,37,1095,21,37,49
bf23,facundo-bagnis,Facundo Bagnis,all,Grass,40,26,61,68,48,71,73,88,78,60,26,42,30,33,90,11,31,47
bf23,facundo-bagnis,Facundo Bagnis,all,Carpet,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2026,all,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2026,Hard,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2026,Clay,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2026,Grass,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2026,Carpet,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2025,all,18,4,64,68,54,35,74,44,80,63,23,54,21,48,45,22,36,50
bf23,facundo-bagnis,Facundo Bagnis,2025,Hard,16,3,66,69,53,17,71,29,83,64,20,57,13,46,29,21,36,51
bf23,facundo-bagnis,Facundo Bagnis,2025,Clay,2,1,60,65,55,18,78,15,73,61,27,49,8,50,16,25,37,48
bf23,facundo-bagnis,Facundo Bagnis,2025,Grass,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2025,Carpet,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2024,all,30,15,64,68,53,59,71,87,80,63,35,45,48,42,87,23,38,51
bf23,facundo-bagnis,Facundo Bagnis,2024,Hard,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2024,Clay,30,15,64,68,53,59,71,87,80,63,35,45,48,42,87,23,38,51
bf23,facundo-bagnis,Facundo Bagnis,2024,Grass,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2024,Carpet,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2023,all,67,30,66,63,48,80,54,129,71,58,24,44,51,35,125,14,32,46
bf23,facundo-bagnis,Facundo Bagnis,2023,Hard,24,8,67,60,48,26,50,40,68,56,23,42,12,50,40,15,30,44
bf23,facundo-bagnis,Facundo Bagnis,2023,Clay,43,22,66,65,48,54,56,89,73,59,24,45,39,31,85,14,33,46
bf23,facundo-bagnis,Facundo Bagnis,2023,Grass,,,,,,,,,,,,,,,,,,
bf23,facundo-bagnis,Facundo Bagnis,2023,Carpet,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,all,all,1,2,61,64,44,10,70,9,67,57,6,58,1,0,9,0,26,44
cg07,hernan-casanova,Hernan Casanova,all,Hard,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,all,Clay,1,2,61,64,44,10,70,9,67,57,6,58,1,0,9,0,26,44
cg07,hernan-casanova,Hernan Casanova,all,Grass,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,all,Carpet,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2026,all,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2026,Hard,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2026,Clay,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2026,Grass,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2026,Carpet,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2025,all,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2025,Hard,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2025,Clay,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2025,Grass,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2025,Carpet,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2024,all,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2024,Hard,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2024,Clay,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2024,Grass,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2024,Carpet,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2023,all,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2023,Hard,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2023,Clay,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2023,Grass,,,,,,,,,,,,,,,,,,
cg07,hernan-casanova,Hernan Casanova,2023,Carpet,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,all,all,29,41,62,63,46,131,59,163,67,57,25,48,67,45,164,18,34,46
mi01,hiroki-moriya,Hiroki Moriya,all,Hard,26,40,61,63,46,124,60,149,66,57,26,48,64,45,149,19,35,46
mi01,hiroki-moriya,Hiroki Moriya,all,Clay,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,all,Grass,3,1,69,62,46,7,43,14,71,57,17,50,3,33,15,7,28,43
mi01,hiroki-moriya,Hiroki Moriya,all,Carpet,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2026,all,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2026,Hard,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2026,Clay,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2026,Grass,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2026,Carpet,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2025,all,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2025,Hard,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2025,Clay,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2025,Grass,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2025,Carpet,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2024,all,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2024,Hard,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2024,Clay,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2024,Grass,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2024,Carpet,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2023,all,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2023,Hard,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2023,Clay,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2023,Grass,,,,,,,,,,,,,,,,,,
mi01,hiroki-moriya,Hiroki Moriya,2023,Carpet,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,all,all,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,all,Hard,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,all,Clay,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,all,Grass,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,all,Carpet,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2026,all,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2026,Hard,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2026,Clay,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2026,Grass,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2026,Carpet,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2025,all,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2025,Hard,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2025,Clay,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2025,Grass,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2025,Carpet,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2024,all,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2024,Hard,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2024,Clay,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2024,Grass,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2024,Carpet,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2023,all,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2023,Hard,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2023,Clay,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2023,Grass,,,,,,,,,,,,,,,,,,
b0f8,justin-boulais,Justin Boulais,2023,Carpet,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,all,all,121,131,64,63,49,504,61,612,67,58,34,49,417,41,619,28,40,49
mf35,andrej-martin,Andrej Martin,all,Hard,27,21,60,61,47,81,56,90,60,55,31,41,49,45,89,25,35,46
mf35,andrej-martin,Andrej Martin,all,Clay,94,110,64,63,50,423,61,522,69,58,35,51,368,41,530,28,41,50
mf35,andrej-martin,Andrej Martin,all,Grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mf35,andrej-martin,Andrej Martin,all,Carpet,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2026,all,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2026,Hard,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2026,Clay,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2026,Grass,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2026,Carpet,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2025,all,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2025,Hard,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2025,Clay,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2025,Grass,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2025,Carpet,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2024,all,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2024,Hard,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2024,Clay,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2024,Grass,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2024,Carpet,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2023,all,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2023,Hard,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2023,Clay,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2023,Grass,,,,,,,,,,,,,,,,,,
mf35,andrej-martin,Andrej Martin,2023,Carpet,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,all,all,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,all,Hard,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,all,Clay,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,all,Grass,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,all,Carpet,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2026,all,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2026,Hard,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2026,Clay,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2026,Grass,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2026,Carpet,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2025,all,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2025,Hard,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2025,Clay,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2025,Grass,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2025,Carpet,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2024,all,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2024,Hard,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2024,Clay,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2024,Grass,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2024,Carpet,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2023,all,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2023,Hard,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2023,Clay,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2023,Grass,,,,,,,,,,,,,,,,,,
c0i4,tibo-colson,Tibo Colson,2023,Carpet,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,all,all,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,all,Hard,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,all,Clay,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,all,Grass,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,all,Carpet,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2026,all,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2026,Hard,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2026,Clay,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2026,Grass,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2026,Carpet,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2025,all,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2025,Hard,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2025,Clay,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2025,Grass,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2025,Carpet,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2024,all,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2024,Hard,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2024,Clay,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2024,Grass,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2024,Carpet,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2023,all,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2023,Hard,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2023,Clay,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2023,Grass,,,,,,,,,,,,,,,,,,
p0i6,gabriele-piraino,Gabriele Piraino,2023,Carpet,,,,,,,,,,,,,,,,,,
sl94,pedro-sakamoto,Pedro Sakamoto,all,all,2,2,61,56,38,4,0,8,50,49,26,44,2,50,9,11,31,39
